unit_id,native_id,kind,parent_unit_id,authored_xml_id,original_id,assembly_id,source_xpath,source_fragment_sha256,content_language,reader_routes,route_granularity,containing_unit_id
"""clp1:eg_expand_sinx-7-1""","""eg_expand_sinx-7-1""","""image""","""clp1:eg_expand_sinx-7""",null,"""eg_expand_sinx-7-1""","""eg_expand_sinx-7-1""","""/pretext/book/chapter[4]/section[4]/subsection[6]/example[4]/sidebyside[2]/image[1]""","""ba08e7664bcefe7e65134edb4e302e94cbf0910b71d0f98b780db52074851240""","""en""","[""sec_DIFFTaylor.html#eg_expand_sinx""]","""containing_source_unit""","""clp1:eg_expand_sinx"""
"""clp1:eg_expand_sinx-7-2""","""eg_expand_sinx-7-2""","""image""","""clp1:eg_expand_sinx-7""",null,"""eg_expand_sinx-7-2""","""eg_expand_sinx-7-2""","""/pretext/book/chapter[4]/section[4]/subsection[6]/example[4]/sidebyside[2]/image[2]""","""e10df343e355f39a4493b5cb24622eccead93636c2639189ebb89300ced64961""","""en""","[""sec_DIFFTaylor.html#eg_expand_sinx""]","""containing_source_unit""","""clp1:eg_expand_sinx"""
"""clp1:ssec_taylor_eg-10""","""ssec_taylor_eg-10""","""p""","""clp1:ssec_taylor_eg""",null,"""ssec_taylor_eg-10""","""ssec_taylor_eg-10""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]""","""481046f559c81fd5b18341735c1ded2f496d0442204c1a8ed660c4afef72e3f0""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10""]","""exact_anchor""",null
"""clp1:ssec_taylor_eg-10-1""","""ssec_taylor_eg-10-1""","""m""","""clp1:ssec_taylor_eg-10""",null,"""ssec_taylor_eg-10-1""","""ssec_taylor_eg-10-1""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/m[1]""","""3e084aefc29ee63342966d178ae876c5e9ea9b65595ed60c8bd0548f0c718e52""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10"""
"""clp1:ssec_taylor_eg-10-2""","""ssec_taylor_eg-10-2""","""m""","""clp1:ssec_taylor_eg-10""",null,"""ssec_taylor_eg-10-2""","""ssec_taylor_eg-10-2""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/m[2]""","""0e932be5ef50ed562ff5a31709cbafd34ca6d02d5c35316a23814a66c5ba6178""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10"""
"""clp1:ssec_taylor_eg-10-3""","""ssec_taylor_eg-10-3""","""m""","""clp1:ssec_taylor_eg-10""",null,"""ssec_taylor_eg-10-3""","""ssec_taylor_eg-10-3""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/m[3]""","""fe9ed41fdaefaf827687f128470b7efbba37ed6115b2e201781f101b35511eed""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10"""
"""clp1:ssec_taylor_eg-10-4""","""ssec_taylor_eg-10-4""","""m""","""clp1:ssec_taylor_eg-10""",null,"""ssec_taylor_eg-10-4""","""ssec_taylor_eg-10-4""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/m[4]""","""1745b9eb2a01281993c162bb2592a994258749bd89210b1ce12fc818ca5cb7ef""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10"""
"""clp1:ssec_taylor_eg-10-5""","""ssec_taylor_eg-10-5""","""m""","""clp1:ssec_taylor_eg-10""",null,"""ssec_taylor_eg-10-5""","""ssec_taylor_eg-10-5""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/m[5]""","""202808e11764c6b20348d2991ee7abb7331f751d333f7597f5436343c02b40c1""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10"""
"""clp1:ssec_taylor_eg-10-6""","""ssec_taylor_eg-10-6""","""fn""","""clp1:ssec_taylor_eg-10""",null,"""ssec_taylor_eg-10-6""","""ssec_taylor_eg-10-6""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/fn""","""a2a734e6985c49a2e36cfa44349b31088f575892318ab65f79a551a7cc6d5f8a""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10-6""]","""exact_anchor""",null
"""clp1:ssec_taylor_eg-10-6-1""","""ssec_taylor_eg-10-6-1""","""m""","""clp1:ssec_taylor_eg-10-6""",null,"""ssec_taylor_eg-10-6-1""","""ssec_taylor_eg-10-6-1""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/fn/m[1]""","""284caa6ddd6faf292b6a2d434f7c4c91fcfa6ea2b019f70866ff1c449217f420""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10-6""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10-6"""
"""clp1:ssec_taylor_eg-10-6-2""","""ssec_taylor_eg-10-6-2""","""m""","""clp1:ssec_taylor_eg-10-6""",null,"""ssec_taylor_eg-10-6-2""","""ssec_taylor_eg-10-6-2""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/fn/m[2]""","""24f45a16f552fb30cc75f2508bae886fa1ce52ac0131ab811fb139f28daca11d""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10-6""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10-6"""
"""clp1:ssec_taylor_eg-10-6-3""","""ssec_taylor_eg-10-6-3""","""m""","""clp1:ssec_taylor_eg-10-6""",null,"""ssec_taylor_eg-10-6-3""","""ssec_taylor_eg-10-6-3""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/fn/m[3]""","""6adb4e72a91c4e630ad5a7760bf3c5310cc8840fbeab1775bb78bf0032bb75e7""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10-6""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10-6"""
"""clp1:ssec_taylor_eg-10-6-4""","""ssec_taylor_eg-10-6-4""","""m""","""clp1:ssec_taylor_eg-10-6""",null,"""ssec_taylor_eg-10-6-4""","""ssec_taylor_eg-10-6-4""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/fn/m[4]""","""f810415b1534cd5d424bd5a6f2a208489de828063fcdc6840b0a4de8248dc771""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10-6""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10-6"""
"""clp1:ssec_taylor_eg-10-6-5""","""ssec_taylor_eg-10-6-5""","""m""","""clp1:ssec_taylor_eg-10-6""",null,"""ssec_taylor_eg-10-6-5""","""ssec_taylor_eg-10-6-5""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/fn/m[5]""","""1206a458a0149496c5deb76c73d5f0b9e75d76c30709bd050c05dc6be890348d""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10-6""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10-6"""
"""clp1:ssec_taylor_eg-10-6-6""","""ssec_taylor_eg-10-6-6""","""m""","""clp1:ssec_taylor_eg-10-6""",null,"""ssec_taylor_eg-10-6-6""","""ssec_taylor_eg-10-6-6""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/fn/m[6]""","""d513ee49a19667dfb3f976ef4046adb89391be518262bb0b0896cf243c5ca27c""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10-6""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10-6"""
"""clp1:ssec_taylor_eg-10-6-7""","""ssec_taylor_eg-10-6-7""","""m""","""clp1:ssec_taylor_eg-10-6""",null,"""ssec_taylor_eg-10-6-7""","""ssec_taylor_eg-10-6-7""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/fn/m[7]""","""c42ff0fb1c1a01945d3303851750b7f44b4481d8750ce7c5238afdfc681c7a7e""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10-6""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10-6"""
"""clp1:ssec_taylor_eg-10-7""","""ssec_taylor_eg-10-7""","""m""","""clp1:ssec_taylor_eg-10""",null,"""ssec_taylor_eg-10-7""","""ssec_taylor_eg-10-7""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[5]/m[6]""","""00609616be8e2ba18dff82d260c14a1cb2707c13ef479e9f2161c1e830343a50""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-10""]","""containing_source_unit""","""clp1:ssec_taylor_eg-10"""
"""clp1:ssec_taylor_eg-11""","""ssec_taylor_eg-11""","""p""","""clp1:ssec_taylor_eg""",null,"""ssec_taylor_eg-11""","""ssec_taylor_eg-11""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]""","""00801f6e8736a94135311d020a6b0410dedcdc168bcb201c083942d0351d7f9f""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11""]","""exact_anchor""",null
"""clp1:ssec_taylor_eg-11-1""","""ssec_taylor_eg-11-1""","""m""","""clp1:ssec_taylor_eg-11""",null,"""ssec_taylor_eg-11-1""","""ssec_taylor_eg-11-1""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]/m[1]""","""07fd6f1b5dd4b39fef1922173e73baa6eb12a0dbc2b169795e0a1b27a6f0d747""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11""]","""containing_source_unit""","""clp1:ssec_taylor_eg-11"""
"""clp1:ssec_taylor_eg-11-2""","""ssec_taylor_eg-11-2""","""fn""","""clp1:ssec_taylor_eg-11""",null,"""ssec_taylor_eg-11-2""","""ssec_taylor_eg-11-2""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]/fn""","""5e5bf9effc85f3787b119ba728e506c996185d23fc995c07b70b7a146967c327""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11-2""]","""exact_anchor""",null
"""clp1:ssec_taylor_eg-11-2-1""","""ssec_taylor_eg-11-2-1""","""m""","""clp1:ssec_taylor_eg-11-2""",null,"""ssec_taylor_eg-11-2-1""","""ssec_taylor_eg-11-2-1""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]/fn/m[1]""","""06269ebff1de4e71e03b9dff497fd47b644e2d7adcb4cf90af392f23a527e940""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11-2""]","""containing_source_unit""","""clp1:ssec_taylor_eg-11-2"""
"""clp1:ssec_taylor_eg-11-2-2""","""ssec_taylor_eg-11-2-2""","""m""","""clp1:ssec_taylor_eg-11-2""",null,"""ssec_taylor_eg-11-2-2""","""ssec_taylor_eg-11-2-2""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]/fn/m[2]""","""b6fe58920487aebd7a5f8bda2c3b12c2664b647aaa152cda7e1668e1699dc1f0""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11-2""]","""containing_source_unit""","""clp1:ssec_taylor_eg-11-2"""
"""clp1:ssec_taylor_eg-11-2-3""","""ssec_taylor_eg-11-2-3""","""m""","""clp1:ssec_taylor_eg-11-2""",null,"""ssec_taylor_eg-11-2-3""","""ssec_taylor_eg-11-2-3""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]/fn/m[3]""","""7b56ec85e6c4c9319d4c436d9940105948fead9d7247ed12ad6e9bc0701e2bbf""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11-2""]","""containing_source_unit""","""clp1:ssec_taylor_eg-11-2"""
"""clp1:ssec_taylor_eg-11-3""","""ssec_taylor_eg-11-3""","""m""","""clp1:ssec_taylor_eg-11""",null,"""ssec_taylor_eg-11-3""","""ssec_taylor_eg-11-3""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]/m[2]""","""de8033a6d05507c8d1f9c7c4925e2206e53458af4e2b52dd4506a395d5fa1cad""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11""]","""containing_source_unit""","""clp1:ssec_taylor_eg-11"""
"""clp1:ssec_taylor_eg-11-4""","""ssec_taylor_eg-11-4""","""md""","""clp1:ssec_taylor_eg-11""",null,"""ssec_taylor_eg-11-4""","""ssec_taylor_eg-11-4""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]/md""","""fc6e10858196dc3d593462ab7ac32566a488f0eae5c12f14bee89ff5f8447cc4""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11-4""]","""exact_anchor""",null
"""clp1:ssec_taylor_eg-11-4-1""","""ssec_taylor_eg-11-4-1""","""mrow""","""clp1:ssec_taylor_eg-11-4""",null,"""ssec_taylor_eg-11-4-1""","""ssec_taylor_eg-11-4-1""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]/md/mrow[1]""","""5ccaf25b841fb988494f97e23b7bb5ca89643aeee674bcfc6b66f82615e78ff0""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11-4""]","""containing_source_unit""","""clp1:ssec_taylor_eg-11-4"""
"""clp1:ssec_taylor_eg-11-4-2""","""ssec_taylor_eg-11-4-2""","""mrow""","""clp1:ssec_taylor_eg-11-4""",null,"""ssec_taylor_eg-11-4-2""","""ssec_taylor_eg-11-4-2""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]/md/mrow[2]""","""70d8dde222a732af61789819f0a1fb4002a7e8184cacb042b572957234d8f4e3""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11-4""]","""containing_source_unit""","""clp1:ssec_taylor_eg-11-4"""
"""clp1:ssec_taylor_eg-11-5""","""ssec_taylor_eg-11-5""","""m""","""clp1:ssec_taylor_eg-11""",null,"""ssec_taylor_eg-11-5""","""ssec_taylor_eg-11-5""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]/m[3]""","""55e902ac18acb2f14dfd7742573792c13567a496ef32637ae413473c6dbcff13""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11""]","""containing_source_unit""","""clp1:ssec_taylor_eg-11"""
"""clp1:ssec_taylor_eg-11-6""","""ssec_taylor_eg-11-6""","""nbsp""","""clp1:ssec_taylor_eg-11""",null,"""ssec_taylor_eg-11-6""","""ssec_taylor_eg-11-6""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]/nbsp""","""a8b7251d229cdabcae647a59dd20784c36b319db45bd46425e90efd389c854f8""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11""]","""containing_source_unit""","""clp1:ssec_taylor_eg-11"""
"""clp1:ssec_taylor_eg-11-7""","""ssec_taylor_eg-11-7""","""xref""","""clp1:ssec_taylor_eg-11""",null,"""ssec_taylor_eg-11-7""","""ssec_taylor_eg-11-7""","""/pretext/book/chapter[4]/section[4]/subsection[6]/p[6]/xref""","""2f669e5a7905a0b6593b278db0bc2d54bddb5e0150c4db2aae0ff393bbc48ca8""","""en""","[""sec_DIFFTaylor.html#ssec_taylor_eg-11""]","""containing_source_unit""","""clp1:ssec_taylor_eg-11"""
"""clp1:ssec_est_change""","""ssec_est_change""","""subsection""","""clp1:sec_DIFFTaylor""","""ssec_est_change""","""ssec_est_change""","""ssec_est_change""","""/pretext/book/chapter[4]/section[4]/subsection[7]""","""b1d9eb20b4ab36a3fd325e176c68de760abbfb0097b84693b2f5f91dbf71e702""","""en""","[""sec_DIFFTaylor.html#ssec_est_change""]","""exact_anchor""",null
"""clp1:ssec_est_change-1""","""ssec_est_change-1""","""title""","""clp1:ssec_est_change""",null,"""ssec_est_change-1""","""ssec_est_change-1""","""/pretext/book/chapter[4]/section[4]/subsection[7]/title""","""d0e3ae70cd7f04883c69cfe46f16c06dd6a2a05d888cb5d676ba937b0d3f93b2""","""en""","[""sec_DIFFTaylor.html#ssec_est_change""]","""containing_source_unit""","""clp1:ssec_est_change"""
"""clp1:ssec_est_change-1-1""","""ssec_est_change-1-1""","""m""","""clp1:ssec_est_change-1""",null,"""ssec_est_change-1-1""","""ssec_est_change-1-1""","""/pretext/book/chapter[4]/section[4]/subsection[7]/title/m[1]""","""b9d52b25fc8f037d05d81a96d2f1ef834f45e9e2656351b7e094a36c3fae83dd""","""en""","[""sec_DIFFTaylor.html#ssec_est_change""]","""containing_source_unit""","""clp1:ssec_est_change"""
"""clp1:ssec_est_change-1-2""","""ssec_est_change-1-2""","""m""","""clp1:ssec_est_change-1""",null,"""ssec_est_change-1-2""","""ssec_est_change-1-2""","""/pretext/book/chapter[4]/section[4]/subsection[7]/title/m[2]""","""388161aa33bf37c4b5237356242eb5bc2ecc5b44ee24ac859187739fded30c8d""","""en""","[""sec_DIFFTaylor.html#ssec_est_change""]","""containing_source_unit""","""clp1:ssec_est_change"""
"""clp1:ssec_est_change-2""","""ssec_est_change-2""","""p""","""clp1:ssec_est_change""",null,"""ssec_est_change-2""","""ssec_est_change-2""","""/pretext/book/chapter[4]/section[4]/subsection[7]/p[1]""","""d8e3f77986d31013fbf50911283e9884d2af4e2f8db1e9e4d73f7671a6e7d219""","""en""","[""sec_DIFFTaylor.html#ssec_est_change-2""]","""exact_anchor""",null
"""clp1:ssec_est_change-2-1""","""ssec_est_change-2-1""","""m""","""clp1:ssec_est_change-2""",null,"""ssec_est_change-2-1""","""ssec_est_change-2-1""","""/pretext/book/chapter[4]/section[4]/subsection[7]/p[1]/m[1]""","""85c57c251de212d4ffeafd40b832420b2d892e36e5d0dce4b5755f7b377d7613""","""en""","[""sec_DIFFTaylor.html#ssec_est_change-2""]","""containing_source_unit""","""clp1:ssec_est_change-2"""
"""clp1:ssec_est_change-2-2""","""ssec_est_change-2-2""","""m""","""clp1:ssec_est_change-2""",null,"""ssec_est_change-2-2""","""ssec_est_change-2-2""","""/pretext/book/chapter[4]/section[4]/subsection[7]/p[1]/m[2]""","""dd3c3fd3320c975702f183cf2f6c4d492ed883974c2f991f6796881f821e25a3""","""en""","[""sec_DIFFTaylor.html#ssec_est_change-2""]","""containing_source_unit""","""clp1:ssec_est_change-2"""
"""clp1:ssec_est_change-2-3""","""ssec_est_change-2-3""","""m""","""clp1:ssec_est_change-2""",null,"""ssec_est_change-2-3""","""ssec_est_change-2-3""","""/pretext/book/chapter[4]/section[4]/subsection[7]/p[1]/m[3]""","""e1c1de31d780d0e261685188596b25d23ed8eb04cfce10a8f5947c19317479a3""","""en""","[""sec_DIFFTaylor.html#ssec_est_change-2""]","""containing_source_unit""","""clp1:ssec_est_change-2"""
"""clp1:ssec_est_change-2-4""","""ssec_est_change-2-4""","""m""","""clp1:ssec_est_change-2""",null,"""ssec_est_change-2-4""","""ssec_est_change-2-4""","""/pretext/book/chapter[4]/section[4]/subsection[7]/p[1]/m[4]""","""fa3282d2bf5fe8ce2d8fa677b7143144ef9de177aa26ee7f75b400f8ae66b2b9""","""en""","[""sec_DIFFTaylor.html#ssec_est_change-2""]","""containing_source_unit""","""clp1:ssec_est_change-2"""
"""clp1:ssec_est_change-2-5""","""ssec_est_change-2-5""","""m""","""clp1:ssec_est_change-2""",null,"""ssec_est_change-2-5""","""ssec_est_change-2-5""","""/pretext/book/chapter[4]/section[4]/subsection[7]/p[1]/m[5]""","""41ed9741bb88b5b4fba10c1de10a71ec3ca89a744a6aa5917654fd8fe403e1a2""","""en""","[""sec_DIFFTaylor.html#ssec_est_change-2""]","""containing_source_unit""","""clp1:ssec_est_change-2"""
"""clp1:ssec_est_change-2-6""","""ssec_est_change-2-6""","""m""","""clp1:ssec_est_change-2""",null,"""ssec_est_change-2-6""","""ssec_est_change-2-6""","""/pretext/book/chapter[4]/section[4]/subsection[7]/p[1]/m[6]""","""0f31f28b82e70bbd029604b64457ecd01eb1bc5becea3d846a384721972c3435""","""en""","[""sec_DIFFTaylor.html#ssec_est_change-2""]","""containing_source_unit""","""clp1:ssec_est_change-2"""
"""clp1:ntn_3_4_2""","""ntn_3_4_2""","""definition""","""clp1:ssec_est_change""","""ntn_3_4_2""","""ntn_3_4_2""","""ntn_3_4_2""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition""","""fb6ec758166f5e1616ff3f978c58930bdb7d1d2a9ba09a1258d19ece00d499b9""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2""]","""exact_anchor""",null
"""clp1:ntn_3_4_2-1""","""ntn_3_4_2-1""","""statement""","""clp1:ntn_3_4_2""",null,"""ntn_3_4_2-1""","""ntn_3_4_2-1""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement""","""22a679cb637182a6ef3fad8f6b6856f290ca9dccbaa52d1d8c00565c870e8e3e""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2""]","""containing_source_unit""","""clp1:ntn_3_4_2"""
"""clp1:ntn_3_4_2-1-1""","""ntn_3_4_2-1-1""","""p""","""clp1:ntn_3_4_2-1""",null,"""ntn_3_4_2-1-1""","""ntn_3_4_2-1-1""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p""","""9875ca4befaa712e9111188e0766cf1768d3606dbf05b47852b409988508928d""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1""]","""exact_anchor""",null
"""clp1:ntn_3_4_2-1-1-1""","""ntn_3_4_2-1-1-1""","""m""","""clp1:ntn_3_4_2-1-1""",null,"""ntn_3_4_2-1-1-1""","""ntn_3_4_2-1-1-1""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/m[1]""","""a2579568bb41cfe9d1b17861ea0c17676a0e9a7ea6a7646e32b4c3439a66854b""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1""]","""containing_source_unit""","""clp1:ntn_3_4_2-1-1"""
"""clp1:ntn_3_4_2-1-1-2""","""ntn_3_4_2-1-1-2""","""m""","""clp1:ntn_3_4_2-1-1""",null,"""ntn_3_4_2-1-1-2""","""ntn_3_4_2-1-1-2""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/m[2]""","""67139b09c08d6d4ece88abbfb313f5ee25de0828b617cbc31edfe311600998d1""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1""]","""containing_source_unit""","""clp1:ntn_3_4_2-1-1"""
"""clp1:ntn_3_4_2-1-1-3""","""ntn_3_4_2-1-1-3""","""m""","""clp1:ntn_3_4_2-1-1""",null,"""ntn_3_4_2-1-1-3""","""ntn_3_4_2-1-1-3""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/m[3]""","""d6accac95ebd531b28fe3183d97405dbdde98cd327292072112caa4298159603""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1""]","""containing_source_unit""","""clp1:ntn_3_4_2-1-1"""
"""clp1:ntn_3_4_2-1-1-4""","""ntn_3_4_2-1-1-4""","""m""","""clp1:ntn_3_4_2-1-1""",null,"""ntn_3_4_2-1-1-4""","""ntn_3_4_2-1-1-4""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/m[4]""","""ac87cc610eea779dd998c214f9ad3a3fa988732c4ce00245dfea47eeb1138943""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1""]","""containing_source_unit""","""clp1:ntn_3_4_2-1-1"""
"""clp1:ntn_3_4_2-1-1-5""","""ntn_3_4_2-1-1-5""","""m""","""clp1:ntn_3_4_2-1-1""",null,"""ntn_3_4_2-1-1-5""","""ntn_3_4_2-1-1-5""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/m[5]""","""2f7d4162dbf28866c23a9a9686786481472f5c3c81782dd3d48f8e0203eb942f""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1""]","""containing_source_unit""","""clp1:ntn_3_4_2-1-1"""
"""clp1:ntn_3_4_2-1-1-6""","""ntn_3_4_2-1-1-6""","""q""","""clp1:ntn_3_4_2-1-1""",null,"""ntn_3_4_2-1-1-6""","""ntn_3_4_2-1-1-6""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/q[1]""","""f52378ea586c438970bfc90675630f0f8dbc42d84be67114aad01304bf4539c5""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1""]","""containing_source_unit""","""clp1:ntn_3_4_2-1-1"""
"""clp1:ntn_3_4_2-1-1-6-1""","""ntn_3_4_2-1-1-6-1""","""m""","""clp1:ntn_3_4_2-1-1-6""",null,"""ntn_3_4_2-1-1-6-1""","""ntn_3_4_2-1-1-6-1""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/q[1]/m""","""911d2ee890630f8058f4344d14e519708f1a6e7a11d5531b2d7d0bd7e27e34dd""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1""]","""containing_source_unit""","""clp1:ntn_3_4_2-1-1"""
"""clp1:ntn_3_4_2-1-1-7""","""ntn_3_4_2-1-1-7""","""m""","""clp1:ntn_3_4_2-1-1""",null,"""ntn_3_4_2-1-1-7""","""ntn_3_4_2-1-1-7""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/m[6]""","""caefffb804ff1241627822685dac9f1232e206945acbd30e0183334da96f2178""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1""]","""containing_source_unit""","""clp1:ntn_3_4_2-1-1"""
"""clp1:ntn_3_4_2-1-1-8""","""ntn_3_4_2-1-1-8""","""m""","""clp1:ntn_3_4_2-1-1""",null,"""ntn_3_4_2-1-1-8""","""ntn_3_4_2-1-1-8""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/m[7]""","""d19078aec9e75c33e237528a285b16e0a1c64c6f1d20f650600cc3e36d8326e1""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1""]","""containing_source_unit""","""clp1:ntn_3_4_2-1-1"""
"""clp1:ntn_3_4_2-1-1-9""","""ntn_3_4_2-1-1-9""","""q""","""clp1:ntn_3_4_2-1-1""",null,"""ntn_3_4_2-1-1-9""","""ntn_3_4_2-1-1-9""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/q[2]""","""e166b38937d9afd100d8ba6b835e7a8e03ac1a3edee1063a9305e608c267dc60""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1""]","""containing_source_unit""","""clp1:ntn_3_4_2-1-1"""
"""clp1:ntn_3_4_2-1-1-9-1""","""ntn_3_4_2-1-1-9-1""","""m""","""clp1:ntn_3_4_2-1-1-9""",null,"""ntn_3_4_2-1-1-9-1""","""ntn_3_4_2-1-1-9-1""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/q[2]/m""","""8cc9548f7f883dec67f815d37a350be3b2adb08a00b6b6143e0e3fd8b36d345d""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1""]","""containing_source_unit""","""clp1:ntn_3_4_2-1-1"""
"""clp1:ntn_3_4_2-1-1-10""","""ntn_3_4_2-1-1-10""","""md""","""clp1:ntn_3_4_2-1-1""",null,"""ntn_3_4_2-1-1-10""","""ntn_3_4_2-1-1-10""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/md""","""ff7852b9dce5966825dc8f48c28126b84279a7e58471d0e3b4f716c5c6306f22""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1-10""]","""exact_anchor""",null
"""clp1:ntn_3_4_2-1-1-10-1""","""ntn_3_4_2-1-1-10-1""","""mrow""","""clp1:ntn_3_4_2-1-1-10""",null,"""ntn_3_4_2-1-1-10-1""","""ntn_3_4_2-1-1-10-1""","""/pretext/book/chapter[4]/section[4]/subsection[7]/definition/statement/p/md/mrow""","""714ff6eb83f99a217e83893fbbda66028822383dc29e577736a3de3988340f4d""","""en""","[""sec_DIFFTaylor.html#ntn_3_4_2-1-1-10""]","""containing_source_unit""","""clp1:ntn_3_4_2-1-1-10"""
